"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"1385","P62333","15cm vs 50cm",-0.457444342790798,0.0627739153827442,-7.28717238683736,2,0.018315601940406,0.173921903425772,NA,0.266666666666667,0.266666666666667
"1386","P62424","15cm vs 50cm",-0.660412326714128,0.281193721318281,-2.34860267725044,2,0.143321125840065,0.309014991286196,NA,0.16,0.16
"1387","P62491; Q15907","15cm vs 50cm",-0.257536714050304,0.163531877077029,-1.57484105639536,2,0.255967863664723,0.413766863140022,NA,0.24,0.24
"1388","P62495","15cm vs 50cm",0.239997178862736,0.255808358551001,0.938191309393381,2,0.447184945351708,0.580703413365552,NA,0.355555555555556,0.355555555555556
"1389","P62633","15cm vs 50cm",-0.00832347665846861,0.335098461094163,-0.0248388984875992,2,0.982438954896705,0.992635043209888,NA,0.2,0.2
"1390","P62701","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1391","P62714; P67775","15cm vs 50cm",0.524624495005407,0.142976113587962,3.66931567686408,2,0.066904971499081,0.233551552055302,NA,0.342857142857143,0.342857142857143
"1392","P62714; P67775; P60510","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1393","P62750","15cm vs 50cm",-0.604422719012382,0.245460666908489,-2.46240151884587,2,0.132840080837998,0.296515714230947,NA,0.228571428571429,0.228571428571429
"1394","P62753","15cm vs 50cm",0.0990130557507094,0.0840398155355072,1.1781684088642,2,0.359925546591521,0.505403771215081,NA,0.184615384615385,0.184615384615385
"1395","P62760","15cm vs 50cm",3.09264761665046,0.0706841251669491,43.7530719853421,0,NA,NA,NA,0.4,0
"1396","P62805","15cm vs 50cm",-0.0880786746361354,0.480441294507441,-0.183328693105857,2,0.871442721175674,0.91732931249855,NA,0.254545454545455,0.254545454545455
"1397","P62820","15cm vs 50cm",0.306860887154633,0.220762456540128,1.39000485845226,2,0.2990237636714,0.452145365924805,NA,0.4,0.4
"1398","P62820; Q9H0U4","15cm vs 50cm",-0.661880014313882,0.268333506175521,-2.46663200487879,0,NA,NA,NA,0.4,0
"1399","P62826","15cm vs 50cm",-0.0837558488143822,0.365130824408726,-0.229385861766155,2,0.839892161880362,0.893193764314207,NA,0.184615384615385,0.184615384615385
"1400","P62829","15cm vs 50cm",0.398640581478694,0.132794643111581,3.00193269952716,2,0.0953600989207604,0.257494864265892,NA,0.266666666666667,0.266666666666667
"1401","P62841","15cm vs 50cm",-0.366516936280737,0.0431316562579928,-8.49763185740907,2,0.0135673553470617,0.169890125472272,NA,0.25,0.25
"1402","P62847","15cm vs 50cm",-0.361676980599904,0.362451073627805,-0.997864282701239,2,0.423472647018546,0.561427668734884,NA,0.366666666666667,0.366666666666667
"1403","P62851","15cm vs 50cm",0.467860190897059,0.116322742039594,4.02208702007564,2,0.0566167501834856,0.226708684394322,NA,0.36,0.36
"1404","P62854; Q5JNZ5","15cm vs 50cm",-1.04553807155188,0.035999102623919,-29.0434481790997,2,0.0011834017218515,0.112373855170815,NA,0.133333333333333,0.133333333333333
"1405","P62857","15cm vs 50cm",-0.991200959971187,0.187087838997216,-5.29805125380671,2,0.0338286474071037,0.199213145841833,NA,0.2,0.2
"1406","P62861","15cm vs 50cm",-0.610647872011818,0.0848545414276902,-7.19640766112899,1,0.087900665295582,0.251661788280486,NA,0.2,0
"1407","P62873","15cm vs 50cm",-1.26508334000442,0.628239489322356,-2.01369598935748,2,0.181652326499432,0.343607542726754,NA,0.266666666666667,0.266666666666667
"1408","P62873; P62879; P16520","15cm vs 50cm",-0.630021566186259,0.243754965329753,-2.5846512104234,2,0.122733534263423,0.285301647993365,NA,0,0
"1409","P62875","15cm vs 50cm",-1.97291462691712,0.271413480398236,-7.26903698380171,0,NA,NA,NA,0.4,0
"1410","P62879","15cm vs 50cm",-1.0228857365544,0.188752481637844,-5.4191909302522,2,0.032405041601054,0.195951629839133,NA,0,0
"1411","P62888","15cm vs 50cm",-0.725756448053817,0.248937931597801,-2.91541125691682,2,0.10026839191212,0.262925451023066,NA,0.2,0.2
"1412","P62891; Q59GN2","15cm vs 50cm",-0.0668563940535242,0.0509636406812592,-1.31184493807385,0,NA,NA,NA,0.4,0
"1413","P62899","15cm vs 50cm",-0.851123760786437,0.141737269408565,-6.00493973347991,2,0.0266293472133501,0.188673511394405,NA,0.2,0.2
"1414","P62906","15cm vs 50cm",-0.847890741731648,0.302553467616031,-2.80244926099377,2,0.107234069121937,0.270938407459972,NA,0.24,0.24
"1415","P62910","15cm vs 50cm",-0.69734977947913,0.0675085915769455,-10.3297930409983,2,0.00924194746091245,0.155125478432034,NA,0.25,0.25
"1416","P62913","15cm vs 50cm",0.452960149314305,0.0863184162302878,5.24754935384656,2,0.0344494840966436,0.20127715515867,NA,0.35,0.35
"1417","P62917","15cm vs 50cm",-0.296365468993821,0.0800360289186657,-3.70290071856256,2,0.0658134587167436,0.233551552055302,NA,0.114285714285714,0.114285714285714
"1418","P62937","15cm vs 50cm",1.18376327815048,0.0554431545427458,21.3509366108996,2,0.00218645212323754,0.115715792372169,NA,0.257142857142857,0.257142857142857
"1419","P62942","15cm vs 50cm",-0.916657783932139,0.124424994901365,-7.3671514687125,2,0.0179306593462143,0.172630578498048,NA,0.3,0.3
"1420","P62987","15cm vs 50cm",0.690518253831946,0.303472738215082,2.27538808887193,2,0.150678381280767,0.31707851425565,NA,0,0
"1421","P62987; P62979; P0CG47; P0CG48","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1422","P62993","15cm vs 50cm",-0.200449924150035,0.116679688064776,-1.71795046314106,1,0.335591249434743,0.481923413649514,NA,0.3,0.1
"1423","P62995","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1424","P63010","15cm vs 50cm",0.0151926757254858,0.0394533787146234,0.385079205392735,2,0.737273416415389,0.812776646872707,NA,0.28,0.28
"1425","P63098","15cm vs 50cm",0.883199230082543,0.145531861034309,6.06876888542178,0,NA,NA,NA,0.4,0
"1426","P63104","15cm vs 50cm",0.0803713795000634,0.0766487539365651,1.04856733309167,2,0.404405111309389,0.546318463944338,NA,0.21,0.21
"1427","P63104; P31946; P27348","15cm vs 50cm",-1.00898380374266,0.700319580363915,-1.44074767011133,2,0.286352165560132,0.438572973999692,NA,0.2,0.2
"1428","P63104; P31947; P31946; Q04917; P61981; P27348; P62258","15cm vs 50cm",1.43211802367065,1.64924969343129,0.868345181069044,2,0.476750780547599,0.605976033947561,NA,0.2,0.2
"1429","P63151","15cm vs 50cm",-0.356537231364982,0.155333711223638,-2.29529848064769,2,0.148626936847924,0.315367594452431,NA,0,0
"1430","P63165; G2XKQ0","15cm vs 50cm",-1.23714638302688,0.263115381599942,-4.70191584963253,0,NA,NA,NA,0.4,0
"1431","P63167","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1432","P63172","15cm vs 50cm",-1.62484684769529,0.338193134839525,-4.80449388325486,1,0.130639866985566,0.293907459881644,NA,0.2,0
"1433","P63173","15cm vs 50cm",0.588181359212402,0.0351547520583234,16.7312048805402,2,0.0035532520771695,0.12166781113611,NA,0.3,0.3
"1434","P63208","15cm vs 50cm",-0.362388322375809,0.180802961796418,-2.00432735600789,2,0.182915812510274,0.344722562093635,NA,0.266666666666667,0.266666666666667
"1435","P63218; A0A804HLA8","15cm vs 50cm",0.566928072124436,0.121553059571239,4.66403786234745,1,0.13445970221138,0.298237931870226,NA,0.2,0
"1436","P63220","15cm vs 50cm",-0.782798307320733,0.16684000192289,-4.69191020318093,2,0.0425474823785561,0.208928611762049,NA,0.133333333333333,0.133333333333333
"1437","P63241","15cm vs 50cm",0.396305982211818,0.183754874749429,2.1567100342357,2,0.163751627498924,0.328801726052906,NA,0.0666666666666667,0.0666666666666667
"1438","P63244","15cm vs 50cm",-0.35609871888871,0.120682452529012,-2.95070833767738,2,0.0982235723747038,0.259867022380032,NA,0.275,0.275
"1439","P63267; P60709; P62736; P68133; P68032; P63261","15cm vs 50cm",-0.93068416984836,0.0552814027272537,-16.8353935308073,2,0.0035096389167264,0.12166781113611,NA,0.0857142857142857,0.0857142857142857
"1440","P63267; P60709; P62736; P68133; Q562R1; P68032; P63261","15cm vs 50cm",2.66494902790277,0.264135206560586,10.0893366795142,2,0.00968126538959879,0.155125478432034,NA,0.163636363636364,0.163636363636364
"1441","P63267; P62736; P68133; P68032","15cm vs 50cm",2.39012820897159,0.199838710405352,11.9602863935794,2,0.00691817866305078,0.150157420696121,NA,0.0666666666666667,0.0666666666666667
"1442","P63279","15cm vs 50cm",0.14112477774,0.00924263685579742,15.268887000735,1,0.0416344617942492,0.208081005326961,NA,0.333333333333333,0.133333333333333
"1443","P63313","15cm vs 50cm",-0.473068281535602,0.040102996928817,-11.7963323882078,2,0.00710976251713391,0.150899717267978,NA,0.0666666666666667,0.0666666666666667
"1444","P67775","15cm vs 50cm",0.759105589311757,0.443672856973882,1.71095792176541,0,NA,NA,NA,0.4,0
"1445","P67809","15cm vs 50cm",0.593848069297198,0.158383041630182,3.74944225836885,2,0.0643430388541186,0.233551552055302,NA,0.152941176470588,0.152941176470588
"1446","P67870","15cm vs 50cm",-0.520760589601097,0.100618988285984,-5.17556972567608,2,0.0353637777543034,0.20127715515867,NA,0,0
"1447","P67936","15cm vs 50cm",-0.493499230259561,0.242799418258266,-2.03253876718364,2,0.179146591161487,0.343078641626507,NA,0.125,0.125
"1448","P67936; P06753","15cm vs 50cm",-2.51545391181448,1.33353770333484,-1.88630130631025,2,0.199895684156796,0.360698546471369,NA,0.2,0.2
"1449","P67936; P07951","15cm vs 50cm",0.431038596481295,0.121796076473912,3.53901873492305,2,0.0713972407328025,0.237754406940484,NA,0.2,0.2
"1450","P67936; P07951; P06753","15cm vs 50cm",-1.07185855788894,0.115367291321503,-9.29083577859084,0,NA,NA,NA,0.4,0
"1451","P67936; P09493; P07951; P06753","15cm vs 50cm",-1.1118438576757,0.307693017837386,-3.61348419762746,2,0.0687783400947302,0.234612872281079,NA,0.15,0.15
"1452","P68036","15cm vs 50cm",-0.528587563755341,0.358795228686884,-1.47322907745976,2,0.278591554557246,0.429573851715808,NA,0.266666666666667,0.266666666666667
"1453","P68104; Q5VTE0","15cm vs 50cm",0.414611923834434,0.160432867555728,2.58433281254176,2,0.122758437206658,0.285301647993365,NA,0.22,0.22
"1454","P68363; P68366","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1455","P68366","15cm vs 50cm",0.281571422846666,0.238099380541881,1.18257940111331,2,0.358514190567096,0.50404308470229,NA,0.266666666666667,0.266666666666667
"1456","P68371","15cm vs 50cm",-0.826143397755168,0.225387876976681,-3.66542960888993,2,0.0670329578847935,0.233551552055302,NA,0,0
"1457","P68402","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1458","P69905","15cm vs 50cm",-0.339412804051301,0.199272880658705,-1.70325637351835,2,0.230632164230171,0.391370589933402,NA,0.1,0.1
"1459","P78318","15cm vs 50cm",0.0487224829975546,0.0536479381946841,0.908189291837172,1,0.530606750025225,0.644238211389496,NA,0.2,0
"1460","P78330","15cm vs 50cm",0.124722251223342,0.138480906398172,0.900645832463935,2,0.462830882946111,0.594397790187907,NA,0.32,0.32
"1461","P78344","15cm vs 50cm",0.366883142506259,0.362466244230543,1.01218568169042,2,0.417987959044148,0.556097232143382,NA,0.3,0.3
"1462","P78347","15cm vs 50cm",-1.45706714753344,0.232988987195222,-6.25380265854607,1,0.100942685950824,0.262930685430223,NA,0.3,0.1
"1463","P78352","15cm vs 50cm",-0.233099985357874,0.687364103654314,-0.339121557437488,0,NA,NA,NA,0.4,0
"1464","P78371","15cm vs 50cm",-0.346152711569818,0.119433410527127,-2.89829043683883,2,0.101282066027671,0.262930685430223,NA,0.23448275862069,0.23448275862069
"1465","P78386","15cm vs 50cm",4.19140890396968,5.32157719719001,0.787625312695435,0,NA,NA,NA,0.4,0
"1466","P78417","15cm vs 50cm",-0.250439848185107,0.0333191984685037,-7.51638273717316,2,0.0172438585624772,0.172630578498048,NA,0.3,0.3
"1467","P78540","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1468","P80188","15cm vs 50cm",-0.161146921734723,0.179971744750118,-0.895401230668002,2,0.465061924457649,0.596105807558483,NA,0.288888888888889,0.288888888888889
"1469","P80297; Q8N339; P04732; P13640; P02795","15cm vs 50cm",1.55892942776715,1.5363962276488,1.01466626883928,2,0.417045941482608,0.555519186244125,NA,0.133333333333333,0.133333333333333
"1470","P80303","15cm vs 50cm",0.175557326143304,0.275434895319028,0.637382296603928,2,0.589106695503976,0.689914778547564,NA,0.28,0.28
"1471","P80404","15cm vs 50cm",0.808848511415202,0.148395587480472,5.45062373584147,0,NA,NA,NA,0.4,0
"1472","P80723","15cm vs 50cm",0.0565108164772441,0.0552730177953045,1.02239426634029,2,0.414126203340004,0.553544643643325,NA,0.2125,0.2125
"1473","P82094","15cm vs 50cm",-0.0970485145489333,0.304855777953669,-0.31834238209414,2,0.780393037805892,0.845704105163875,NA,0.333333333333333,0.333333333333333
"1474","P82650","15cm vs 50cm",-0.0248753969951802,0.0612653562683819,-0.406027133608917,1,0.754461254623084,0.82426519620614,NA,0.333333333333333,0.133333333333333
"1475","P82675","15cm vs 50cm",-0.0791534806974615,0.102086463007561,-0.775357264474906,1,0.580128103444541,0.683261988501348,NA,0.2,0
"1476","P82909","15cm vs 50cm",0.291857690683234,0.0801294526936554,3.64232727008683,0,NA,NA,NA,0.4,0
"1477","P82912","15cm vs 50cm",-0.486331386531725,0.360536330401744,-1.34891090168308,0,NA,NA,NA,0.4,0
"1478","P82930","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1479","P82979","15cm vs 50cm",-0.535655394407405,0.179972071799897,-2.97632509894634,2,0.0967765031208856,0.258865787103871,NA,0.2,0.2
"1480","P83731","15cm vs 50cm",0.488851359490587,0.0391137059035568,12.4982112586303,2,0.00634100554195993,0.148520347502955,NA,0.266666666666667,0.266666666666667
"1481","P83881","15cm vs 50cm",0.0438250300081044,0.208400028134087,0.210292821937178,2,0.852917736017051,0.904508507820049,NA,0.333333333333333,0.333333333333333
"1482","P83916","15cm vs 50cm",4.23194175258556,0.0792954789087307,53.3692691036841,1,0.011927187598838,0.16374735263706,NA,0.2,0
"1483","P84085","15cm vs 50cm",0.0227321579040129,0.163338490812888,0.139172082409245,2,0.902063563631597,0.941732872888872,NA,0.2,0.2
"1484","P84090","15cm vs 50cm",-0.161667207125991,0.15697952888706,-1.02986171682489,2,0.411326410175675,0.551350347224277,NA,0.05,0.05
"1485","P84098","15cm vs 50cm",0.36298194354913,0.398399387146837,0.911100657429843,2,0.45841686593334,0.59090028135392,NA,0.2,0.2
"1486","P84103","15cm vs 50cm",-0.528649707631255,0.0037595705339467,-140.614387430123,1,0.00452733928487836,0.130605142154909,NA,0.3,0.1
"1487","P84243; Q16695; P68431; Q71DI3","15cm vs 50cm",-1.53192096586553,0.068570705884229,-22.3407495389058,1,0.0284768920078347,0.188673511394405,NA,0.2,0
"1488","P84243; Q5TEC6; Q16695; Q6NXT2; P68431; Q71DI3","15cm vs 50cm",-0.963748177168284,0.326746755191334,-2.94952638964675,2,0.0982910808651107,0.259867022380032,NA,0,0
"1489","P85037","15cm vs 50cm",-1.80513397804626,0.259430533118456,-6.95806294019382,1,0.0908715831935945,0.254105936316812,NA,0.4,0
"1490","P98088","15cm vs 50cm",-0.622980474397335,0.130442913851622,-4.77588591056752,0,NA,NA,NA,0.4,0
"1491","P98160","15cm vs 50cm",1.07250102395985,0.230950616254602,4.64385435013307,2,0.0433758582686097,0.208928611762049,NA,0.2,0.2
"1492","P98161","15cm vs 50cm",2.67253067343076,1.94203001901437,1.37615312186942,1,0.400050328978123,0.542364485271352,NA,0.2,0
"1493","P98175","15cm vs 50cm",0.839383832960817,0.387323392531684,2.16713952512474,1,0.275226485175018,0.426404595318739,NA,0.4,0
"1494","P98179","15cm vs 50cm",-0.155832254137465,0.0446264676103991,-3.49192446728973,2,0.0731284927601459,0.239110236729372,NA,0.2,0.2
"1495","P99999","15cm vs 50cm",0.176333876551503,0.112814918084523,1.56303687088077,2,0.258473035461695,0.415416112706067,NA,0.2,0.2
"1496","Q00266; P31153","15cm vs 50cm",0.0393657146750179,0.216359984950501,0.181945449312283,2,0.872396853151554,0.917909708371372,NA,0,0
"1497","Q00325","15cm vs 50cm",-0.482847496242541,0.42046308614567,-1.14837071826861,2,0.369631513513419,0.513652572742124,NA,0.266666666666667,0.266666666666667
"1498","Q00341","15cm vs 50cm",-0.44621364638503,0.218324291554437,-2.04381126446376,2,0.177669865240568,0.34304119071848,NA,0.28,0.28
"1499","Q00587","15cm vs 50cm",-3.25001994883,0.0380761386274493,-85.3558177374384,0,NA,NA,NA,0.4,0
"1500","Q00610","15cm vs 50cm",-0.247960256136158,0.418290899440634,-0.592793810402632,2,0.613419460602673,0.711079832509406,NA,0.291666666666667,0.291666666666667
"1501","Q00610; P53675","15cm vs 50cm",-0.536711551443597,0.255139608691846,-2.10359949282446,2,0.170107060180894,0.334021557926,NA,0.4,0.4
"1502","Q00613","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1503","Q00653","15cm vs 50cm",-0.559807322614691,0.138936419448879,-4.029233838293,2,0.0564327477661397,0.226708684394322,NA,0.1,0.1
"1504","Q00688","15cm vs 50cm",0.251376524973601,0.198481058137388,1.26650133434697,2,0.332868086721758,0.480130613695498,NA,0.2,0.2
"1505","Q00765","15cm vs 50cm",0.492494992415414,0.519006975235244,0.948917867996258,2,0.442819000392312,0.576347516787025,NA,0.133333333333333,0.133333333333333
"1506","Q00796","15cm vs 50cm",-0.140334180631108,0.365131007989299,-0.384339257856786,2,0.737743504385667,0.812776646872707,NA,0.35,0.35
"1507","Q00839","15cm vs 50cm",-0.0361872152508288,0.0993675327454152,-0.364175442934086,2,0.75062464224432,0.822111412445853,NA,0.255172413793103,0.255172413793103
"1508","Q01081","15cm vs 50cm",-0.176021301854951,0.289439203739866,-0.608146027146864,2,0.604953502698383,0.703054070703526,NA,0,0
"1509","Q01082","15cm vs 50cm",-0.254841321453227,0.211997044642109,-1.20209846266229,2,0.352346283045515,0.498517311301662,NA,0.2,0.2
"1510","Q01085","15cm vs 50cm",-0.164683596586486,0.127288275511339,-1.29378448977272,2,0.325006552232553,0.474189325698925,NA,0.3,0.3
"1511","Q01105","15cm vs 50cm",-1.34267230061967,0.259008458697807,-5.18389363563683,2,0.0352562304664743,0.20127715515867,NA,0,0
"1512","Q01105; P0DME0","15cm vs 50cm",-1.01142629425782,0.4693698006261,-2.15486018254404,2,0.163967495531241,0.328826476152129,NA,0.2,0.2
"1513","Q01130","15cm vs 50cm",0.716283450682989,0.327949235235003,2.18412904719754,2,0.16059703472999,0.326203780882039,NA,0.24,0.24
"1514","Q01469","15cm vs 50cm",-0.590096348105821,0.139385584965152,-4.23355362215793,2,0.0515204839002956,0.219913408356714,NA,0.2,0.2
"1515","Q01518","15cm vs 50cm",-0.513936247032663,0.101898987278491,-5.04358542473114,2,0.0371356605793549,0.203079209212136,NA,0.192,0.192
"1516","Q01518; P40123","15cm vs 50cm",-0.969521741926827,0.437670425371671,-2.21518678376202,0,NA,NA,NA,0.4,0
"1517","Q01581","15cm vs 50cm",-0.40761246331097,0.122072988370962,-3.33908810417825,2,0.0791834762337826,0.242879061018561,NA,0.166666666666667,0.166666666666667
"1518","Q01581; P54868","15cm vs 50cm",-1.10407047476438,0.370633212293158,-2.97887625324602,2,0.0966340552608895,0.258865787103871,NA,0,0
"1519","Q01650","15cm vs 50cm",0.161558508999998,0.134155329177173,1.20426456400129,2,0.351669538297171,0.498107444238193,NA,0,0
"1520","Q01658","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1521","Q01804","15cm vs 50cm",-1.08970554290812,0.160151000580545,-6.80423811876259,1,0.0928972109864392,0.256310827891156,NA,0.333333333333333,0.133333333333333
"1522","Q01813","15cm vs 50cm",-0.0202673131867688,0.246180259940128,-0.0823271256261488,2,0.941884321373349,0.967352126367671,NA,0.371428571428571,0.371428571428571
"1523","Q01813; P17858","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1524","Q01844","15cm vs 50cm",0.280434019520186,0.154216754799053,1.81844067387876,2,0.210620606961379,0.372674195081508,NA,0.2,0.2
"1525","Q01970","15cm vs 50cm",-1.09976960633008,0.423637937102344,-2.59601303380058,1,0.234077645240224,0.393119346722529,NA,0.266666666666667,0.0666666666666667
"1526","Q02218","15cm vs 50cm",0.169821563078862,0.223935104374632,0.758351682078212,2,0.52742163559674,0.642270136528561,NA,0.2,0.2
"1527","Q02252","15cm vs 50cm",-0.737467511909344,0.410045870923904,-1.7985000318323,1,0.323054292407589,0.472858530762296,NA,0.4,0.2
"1528","Q02338","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1529","Q02539","15cm vs 50cm",0.937452501670282,0.392425175653608,2.38886941977894,0,NA,NA,NA,0.4,0
"1530","Q02543","15cm vs 50cm",-0.350239608009327,0.324199492804099,-1.08032127064728,2,0.39295281848772,0.536251181636835,NA,0.314285714285714,0.314285714285714
"1531","Q02750","15cm vs 50cm",-0.819743036095912,0.104774298266082,-7.82389431055043,2,0.0159465971447303,0.172630578498048,NA,0.3,0.3
"1532","Q02790","15cm vs 50cm",0.0745939888135554,0.168904985287046,0.441632842789019,2,0.701914956072187,0.78684908258166,NA,0.231578947368421,0.231578947368421
"1533","Q02809","15cm vs 50cm",-0.800964904088843,0.222009584105011,-3.60779426400792,2,0.0689735078667497,0.234612872281079,NA,0,0
"1534","Q02818","15cm vs 50cm",0.124123870319958,0.125288005412021,0.990708327678816,2,0.426242746539412,0.563461264131856,NA,0.28,0.28
"1535","Q02878","15cm vs 50cm",-0.493591653068286,0.154290833530991,-3.19909901173191,2,0.0853829742359347,0.249471536261148,NA,0.257142857142857,0.257142857142857
"1536","Q02952","15cm vs 50cm",-1.30630192946095,0.0533155617075706,-24.5013254596445,0,NA,NA,NA,0.4,0
"1537","Q03135","15cm vs 50cm",-0.919205427775641,0.253245329364389,-3.62970337925963,2,0.0682263779667678,0.234521742664048,NA,0.25,0.25
"1538","Q03154","15cm vs 50cm",0.286254895355403,0.112902493690654,2.53541694251435,2,0.126669980624498,0.289660726722708,NA,0.4,0.4
"1539","Q03252","15cm vs 50cm",-0.409698311325146,0.0979146845643989,-4.18423766718756,2,0.0526472977763346,0.220705415123511,NA,0.254545454545455,0.254545454545455
"1540","Q03426","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1541","Q04206","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1542","Q04323","15cm vs 50cm",0.551114710223696,0.0982555972858632,5.60899048448397,1,0.112319756268114,0.275836987645509,NA,0.4,0.2
"1543","Q04446","15cm vs 50cm",0.360353255697057,0.300121192661915,1.20069246860216,2,0.352786373106908,0.498759394733649,NA,0,0
"1544","Q04637","15cm vs 50cm",-0.0162709689671618,0.150039080553595,-0.108444872543389,2,0.923542356778225,0.955133517153122,NA,0.292307692307692,0.292307692307692
"1545","Q04695","15cm vs 50cm",0.76689365060988,0.0603666250422136,12.7039345014501,2,0.0061391721233548,0.148520347502955,NA,0.175,0.175
"1546","Q04695; Q9C075","15cm vs 50cm",0.362506718099751,0.0653857189321013,5.54412682188583,2,0.031027510348022,0.192674921207472,NA,0,0
"1547","Q04726","15cm vs 50cm",-0.666214929200219,0.238155110542788,-2.79739925665179,0,NA,NA,NA,0.4,0
"1548","Q04760","15cm vs 50cm",0.783092092142865,0.127862805514823,6.12447137374974,2,0.0256392791791762,0.188083161137146,NA,0.36,0.36
"1549","Q04828; P42330","15cm vs 50cm",-0.922873461321605,0.144904133118467,-6.36885533532093,2,0.0237776491079846,0.187337485479439,NA,0,0
"1550","Q04828; P42330; P17516","15cm vs 50cm",-3.2490704325206,0.753107051565675,-4.31422123291229,2,0.0497518636212386,0.219361770378638,NA,0.2,0.2
"1551","Q04837","15cm vs 50cm",-0.747684883253363,0.289098142689553,-2.58626664390667,1,0.23488199522201,0.393889674106668,NA,0.25,0.05
"1552","Q04864","15cm vs 50cm",1.24595380437574,0.127974721813254,9.735936806285,0,NA,NA,NA,0.4,0
"1553","Q04917","15cm vs 50cm",-0.150651388692974,0.0529602836754729,-2.8446106825282,2,0.104556258639886,0.267633250911179,NA,0.266666666666667,0.266666666666667
"1554","Q04941","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1555","Q05048","15cm vs 50cm",-0.557512861981046,0.281531134776475,-1.98028847652566,1,0.297696916759162,0.451398052757239,NA,0.4,0.2
"1556","Q05086","15cm vs 50cm",0.0734307466744563,0.172494101644971,0.425700044083782,1,0.743783815406269,0.81651412105534,NA,0.2,0
"1557","Q05193","15cm vs 50cm",-0.664131081638658,0.405052116327989,-1.63961884129716,1,0.348654723940165,0.495421859466853,NA,0.2,0
"1558","Q05193; P50570","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1559","Q05209","15cm vs 50cm",-0.582967601204546,0.260909214741268,-2.23436953647899,2,0.155029309025232,0.321484800062334,NA,0.3,0.3
"1560","Q05639","15cm vs 50cm",-1.35944678675661,1.47247510360709,-0.923239234012448,1,0.525395435422236,0.640650720881368,NA,0.2,0
"1561","Q05639; P68104","15cm vs 50cm",1.87091016676252,0.202139234930161,9.25555183489698,2,0.0114728428332422,0.161444288520962,NA,0.2,0.2
"1562","Q05639; P68104; Q5VTE0","15cm vs 50cm",-0.418786890548638,0.0687403447651569,-6.0923012821564,2,0.0259003110775637,0.188584054139833,NA,0.15,0.15
"1563","Q05682","15cm vs 50cm",0.121704437434809,0.151989066174312,0.800744688405608,2,0.507286938430573,0.628575031394898,NA,0.244444444444444,0.244444444444444
"1564","Q06124","15cm vs 50cm",-0.369260909935859,0.184168179423546,-2.00502014567154,2,0.182821975203019,0.344722562093635,NA,0.275,0.275
"1565","Q06203","15cm vs 50cm",0.857268495308352,0.0477795207227028,17.9421744366936,1,0.0354450801579818,0.20127715515867,NA,0.3,0.1
"1566","Q06210","15cm vs 50cm",0.597546943639487,0.27187907978036,2.197840834691,2,0.159050624407525,0.325166469607347,NA,0.285714285714286,0.285714285714286
"1567","Q06323","15cm vs 50cm",-0.117215303265959,0.0934907584940262,-1.25376352865346,2,0.336616616548243,0.482787456962521,NA,0.225,0.225
"1568","Q06481","15cm vs 50cm",-0.862568164272242,0.371658198683354,-2.32086408244994,1,0.258999486914966,0.415968872924037,NA,0.2,0
"1569","Q06787","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1570","Q06830","15cm vs 50cm",-0.546328217792625,0.126495665139065,-4.31894814096602,2,0.0496509925017126,0.219361770378638,NA,0.133333333333333,0.133333333333333
"1571","Q06830; P32119","15cm vs 50cm",0.676312396504492,0.220760088853598,3.06356280257254,2,0.0920701052082322,0.255899758063829,NA,0,0
"1572","Q07020","15cm vs 50cm",-0.697820449825242,0.0857054337451342,-8.14207943804799,2,0.0147514943424616,0.172403362084461,NA,0.2,0.2
"1573","Q07021","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"1574","Q07065","15cm vs 50cm",-0.309040753834442,0.102494832252368,-3.01518376139694,2,0.0946387322613829,0.257069929468047,NA,0.188235294117647,0.188235294117647
